"x","y","year","season","pres"
2386.36363636364,813.636363636364,4,"Autumn",1
1812.5,112.5,4,"Autumn",1
2194.11764705882,782.352941176471,5,"Autumn",1
2186.36363636364,234.848484848485,5,"Autumn",1
1835.71428571429,92.8571428571429,7,"Autumn",1
2314.28571428571,850,7,"Autumn",1
1927.77777777778,883.333333333333,7,"Autumn",1
2590,490,7,"Autumn",1
2030,410,7,"Autumn",1
2395.45454545455,122.727272727273,7,"Autumn",1
2445.2380952381,250,8,"Autumn",1
2423.68421052632,723.684210526316,8,"Autumn",1
1986.36363636364,781.818181818182,8,"Autumn",1
1927.27272727273,231.818181818182,8,"Autumn",1
2377.27272727273,813.636363636364,8,"Autumn",1
1888.46153846154,126.923076923077,8,"Autumn",1
1981.25,856.25,8,"Autumn",1
2434.61538461538,165.384615384615,8,"Autumn",1
2016.66666666667,438.888888888889,8,"Autumn",1
2559.09090909091,513.636363636364,8,"Autumn",1
1940.90909090909,227.272727272727,9,"Autumn",1
2438.23529411765,202.941176470588,9,"Autumn",1
2023.07692307692,788.461538461538,9,"Autumn",1
2465,650,9,"Autumn",1
2035,835,9,"Autumn",1
1910,230,9,"Autumn",1
2491.66666666667,733.333333333333,9,"Autumn",1
2483.33333333333,210,9,"Autumn",1
2559.09090909091,413.636363636364,10,"Autumn",1
2050,450,10,"Autumn",1
2426.92307692308,765.384615384615,10,"Autumn",1
1850,140.909090909091,10,"Autumn",1
2358.33333333333,125,10,"Autumn",1
2012.5,875,10,"Autumn",1
1907.14285714286,283.333333333333,10,"Autumn",1
2485.29411764706,638.235294117647,10,"Autumn",1
2059.52380952381,840.47619047619,10,"Autumn",1
2411.11111111111,188.888888888889,10,"Autumn",1
2570,410,12,"Autumn",1
2012.5,875,12,"Autumn",1
2358.33333333333,125,12,"Autumn",1
2019.23076923077,450,12,"Autumn",1
1850,120,12,"Autumn",1
2426.92307692308,765.384615384615,12,"Autumn",1
2194.73684210526,763.157894736842,13,"Autumn",1
2156.66666666667,247.777777777778,13,"Autumn",1
2206.75675675676,766.216216216216,13,"Autumn",1
2180.95238095238,245.238095238095,13,"Autumn",1
2193.24324324324,768.918918918919,14,"Autumn",1
2182.5,237.5,14,"Autumn",1
2180.23255813953,740.697674418605,15,"Autumn",1
2177.08333333333,256.25,15,"Autumn",1
525,1162.5,1,"Autumn",1
438.888888888889,561.111111111111,1,"Autumn",1
1127.77777777778,1283.33333333333,1,"Autumn",1
866.666666666667,1350,1,"Autumn",1
759.090909090909,540.909090909091,1,"Autumn",1
500,1416.66666666667,1,"Autumn",1
834.615384615385,865.384615384615,1,"Autumn",1
161.111111111111,750,1,"Autumn",1
150,1350,1,"Autumn",1
200,1075,1,"Autumn",1
488.461538461538,550,2,"Autumn",1
1086.36363636364,1295.45454545455,2,"Autumn",1
164.285714285714,814.285714285714,2,"Autumn",1
800,633.333333333333,2,"Autumn",1
764.285714285714,1421.42857142857,2,"Autumn",1
578.571428571429,1064.28571428571,2,"Autumn",1
200,1328.57142857143,2,"Autumn",1
1050,950,2,"Autumn",1
980.434782608696,1271.73913043478,2,"Autumn",1
244.736842105263,713.157894736842,2,"Autumn",1
250,1300,2,"Autumn",1
754.545454545455,631.818181818182,2,"Autumn",1
178.571428571429,757.142857142857,3,"Autumn",1
683.333333333333,555.555555555556,3,"Autumn",1
988.888888888889,1238.88888888889,3,"Autumn",1
394,1230,3,"Autumn",1
828.571428571429,664.285714285714,3,"Autumn",1
600,1157.14285714286,3,"Autumn",1
188.461538461538,1342.30769230769,3,"Autumn",1
1050,1267.64705882353,3,"Autumn",1
133.333333333333,808.333333333333,3,"Autumn",1
483.333333333333,576.666666666667,3,"Autumn",1
558.333333333333,525,4,"Autumn",1
875,637.5,4,"Autumn",1
650,1250,4,"Autumn",1
162.5,687.5,4,"Autumn",1
187.5,1400,4,"Autumn",1
1077.27272727273,1322.72727272727,4,"Autumn",1
160,720,4,"Autumn",1
1095.45454545455,1304.54545454545,4,"Autumn",1
558.333333333333,525,4,"Autumn",1
137.5,1362.5,4,"Autumn",1
635.714285714286,1335.71428571429,4,"Autumn",1
875,637.5,4,"Autumn",1
200,700,5,"Autumn",1
385,1235,5,"Autumn",1
697.058823529412,550,5,"Autumn",1
1012.5,1268.75,5,"Autumn",1
572.727272727273,1077.27272727273,5,"Autumn",1
591.666666666667,525,5,"Autumn",1
187.5,1400,5,"Autumn",1
1035.71428571429,1314.28571428571,5,"Autumn",1
183.333333333333,672.222222222222,5,"Autumn",1
892.857142857143,650,5,"Autumn",1
465.151515151515,653.030303030303,6,"Autumn",1
710,1310,6,"Autumn",1
650,1450,7,"Autumn",1
900,683.333333333333,7,"Autumn",1
50,900,7,"Autumn",1
1095.45454545455,1304.54545454545,7,"Autumn",1
450,578.571428571429,7,"Autumn",1
687.5,487.5,7,"Autumn",1
164.285714285714,678.571428571429,7,"Autumn",1
137.5,1362.5,7,"Autumn",1
900,1450,7,"Autumn",1
183.333333333333,672.222222222222,7,"Autumn",1
350,1450,7,"Autumn",1
564.285714285714,1057.14285714286,7,"Autumn",1
90,1370,7,"Autumn",1
1150,1264.28571428571,7,"Autumn",1
837.5,587.5,7,"Autumn",1
560,530,7,"Autumn",1
282,1270,8,"Autumn",1
942.857142857143,1242.85714285714,8,"Autumn",1
271.739130434783,750,8,"Autumn",1
750,654.166666666667,8,"Autumn",1
110,1280,8,"Autumn",1
372.222222222222,616.666666666667,8,"Autumn",1
1100,1290,8,"Autumn",1
821.428571428571,1407.14285714286,8,"Autumn",1
631.818181818182,559.090909090909,8,"Autumn",1
390,1430,8,"Autumn",1
600,1050,8,"Autumn",1
1050,950,8,"Autumn",1
850,650,8,"Autumn",1
130,800,8,"Autumn",1
371.052631578947,1244.73684210526,9,"Autumn",1
531.818181818182,659.090909090909,9,"Autumn",1
188.461538461538,673.076923076923,9,"Autumn",1
661.111111111111,533.333333333333,9,"Autumn",1
650,1450,9,"Autumn",1
127.777777777778,1327.77777777778,9,"Autumn",1
378.571428571429,550,10,"Autumn",1
478.571428571429,1050,10,"Autumn",1
192.857142857143,678.571428571429,10,"Autumn",1
700,1050,10,"Autumn",1
425,1425,10,"Autumn",1
650,495.454545454545,10,"Autumn",1
127.777777777778,1338.88888888889,10,"Autumn",1
775,1425,10,"Autumn",1
70,890,10,"Autumn",1
850,692.857142857143,10,"Autumn",1
484.48275862069,574.137931034483,11,"Autumn",1
330,1343.33333333333,11,"Autumn",1
470,1010,11,"Autumn",1
400,600,11,"Autumn",1
850,650,11,"Autumn",1
700,1050,11,"Autumn",1
50,850,11,"Autumn",1
500,1150,11,"Autumn",1
800,500,11,"Autumn",1
616.666666666667,383.333333333333,11,"Autumn",1
800,1450,11,"Autumn",1
75,1350,11,"Autumn",1
583.333333333333,516.666666666667,11,"Autumn",1
400,450,11,"Autumn",1
216.666666666667,583.333333333333,11,"Autumn",1
100,700,11,"Autumn",1
600,650,11,"Autumn",1
250,1450,11,"Autumn",1
509.090909090909,659.090909090909,13,"Autumn",1
419.230769230769,1229.48717948718,13,"Autumn",1
100,1400,13,"Autumn",1
600,1200,13,"Autumn",1
290,620,13,"Autumn",1
550,1450,13,"Autumn",1
83.3333333333333,800,13,"Autumn",1
766.666666666667,550,13,"Autumn",1
630,990,13,"Autumn",1
400,1050,13,"Autumn",1
900,725,13,"Autumn",1
283.333333333333,1416.66666666667,13,"Autumn",1
816.666666666667,1416.66666666667,13,"Autumn",1
783.333333333333,1083.33333333333,13,"Autumn",1
561.111111111111,483.333333333333,13,"Autumn",1
75,1175,13,"Autumn",1
223.684210526316,713.157894736842,14,"Autumn",1
620.588235294118,1202.94117647059,14,"Autumn",1
697.619047619048,573.809523809524,14,"Autumn",1
157.692307692308,1311.53846153846,14,"Autumn",1
529.166666666667,679.166666666667,15,"Autumn",1
448,1218,15,"Autumn",1
350,1050,15,"Autumn",1
716.666666666667,516.666666666667,15,"Autumn",1
116.666666666667,1383.33333333333,15,"Autumn",1
762.5,1237.5,15,"Autumn",1
100,700,15,"Autumn",1
850,625,15,"Autumn",1
550,430,15,"Autumn",1
375,587.5,15,"Autumn",1
450,1300,15,"Autumn",1
650,940.909090909091,15,"Autumn",1
